# timestamp tx ty tz qx qy qz qw
1759519053.660687 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658002.818000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658003.018016 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658003.251333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658003.451339 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658003.684693 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658003.917988 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658004.151345 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658004.351351 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658004.584668 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658004.817998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658005.084842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658005.285724 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1760658005.520506 0.082673 -0.007083 0.000000 0.000000 0.000000 -0.000001 1.000000
1760658005.751324 0.203705 0.016997 0.000000 0.000000 0.000000 -0.000088 1.000000
1760658005.951339 0.291561 0.034476 0.000000 0.000000 0.000000 -0.000122 1.000000
1760658006.217988 0.408048 0.057651 0.000000 0.000000 0.000000 -0.000143 1.000000
1760658006.418000 0.449765 0.065951 0.000000 0.000000 0.000000 -0.000150 1.000000
1760658006.618001 0.439619 0.067240 0.000000 0.000000 0.000000 -0.000106 1.000000
1760658006.851324 0.431030 0.068333 0.000000 0.000000 0.000000 -0.000073 1.000000
1760658007.051327 0.381644 0.072724 0.000000 0.000000 0.000000 -0.000046 1.000000
1760658007.318493 0.304049 0.079627 0.000000 0.000000 0.000000 -0.000014 1.000000
1760658007.551724 0.272036 0.082473 0.000000 0.000000 0.000000 -0.000002 1.000000
1760658007.784661 0.278035 0.096700 0.000000 0.000000 0.000000 -0.000052 1.000000
1760658008.017992 0.283463 0.109576 0.000000 0.000000 0.000000 -0.000094 1.000000
1760658008.217992 0.288380 0.121232 0.000000 0.000000 0.000000 -0.000126 1.000000
1760658008.417996 0.261712 0.150735 0.000000 0.000000 0.000000 0.000177 1.000000
1760658008.684686 0.217768 0.199354 0.000000 0.000000 0.000000 0.000556 1.000000
1760658008.917993 0.198873 0.220257 0.000000 0.000000 0.000000 0.000718 1.000000
1760658009.117994 0.147064 0.234519 0.000000 0.000000 0.000000 0.000835 1.000000
1760658009.351353 0.099853 0.247524 0.000000 0.000000 0.000000 0.000934 1.000000
1760658009.617988 0.019687 0.269608 0.000000 0.000000 0.000000 0.000996 1.000000
1760658009.817995 -0.015167 0.279204 0.000000 0.000000 0.000000 0.001027 0.999999
1760658010.051333 -0.047269 0.288046 0.000000 0.000000 0.000000 0.001053 0.999999
