# timestamp tx ty tz qx qy qz qw
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
0.000000 -0.046903 -0.858694 -0.028399 0.000000 0.000000 0.000000 1.000000
0.000000 -0.093743 -1.716275 -0.056761 0.000000 0.000000 0.000000 1.000000
0.000000 -0.140643 -2.574964 -0.085158 0.000000 0.000000 0.000000 1.000000
0.000000 -0.187486 -3.432648 -0.113520 0.000000 0.000000 0.000000 1.000000
0.000000 -0.234382 -4.291335 -0.141915 0.000000 0.000000 0.000000 1.000000
0.000000 -0.281220 -5.148987 -0.170274 0.000000 0.000000 0.000000 1.000000
0.000000 -0.328118 -6.007777 -0.198670 0.000000 0.000000 0.000000 1.000000
0.000000 -0.374955 -6.865477 -0.227029 0.000000 0.000000 0.000000 1.000000
0.000000 -0.421837 -7.724036 -0.255415 0.000000 0.000000 0.000000 1.000000
0.000000 -0.468733 -8.582886 -0.283810 0.000000 0.000000 0.000000 1.000000
0.000000 -0.515547 -9.440275 -0.312155 0.000000 0.000000 0.000000 1.000000
0.000000 -0.562431 -10.298960 -0.340542 0.000000 0.000000 0.000000 1.000000
0.000000 -0.609309 -11.157570 -0.368925 0.000000 0.000000 0.000000 1.000000
0.000000 -0.656205 -12.015410 -0.397396 0.000000 0.000000 0.000000 1.000000
0.000000 -0.701879 -12.869650 -0.423912 0.000000 0.000000 0.000000 1.000000
0.000000 -0.749824 -13.731460 -0.454004 0.000000 0.000000 0.000000 1.000000
0.000000 -0.799251 -14.600260 -0.484077 0.000000 0.000000 0.000000 1.000000
0.000000 -0.854664 -15.479570 -0.515507 0.000000 0.000000 0.000000 1.000000
0.000000 -0.907287 -16.369400 -0.546470 0.000000 0.000000 0.000000 1.000000
0.000000 -0.960916 -17.268960 -0.578359 0.000000 0.000000 0.000000 1.000000
0.000000 -1.011589 -18.173180 -0.609240 0.000000 0.000000 0.000000 1.000000
0.000000 -1.066256 -19.084110 -0.638736 0.000000 0.000000 0.000000 1.000000
0.000000 -1.118651 -19.997220 -0.668622 0.000000 0.000000 0.000000 1.000000
0.000000 -1.171840 -20.913680 -0.699078 0.000000 0.000000 0.000000 1.000000
0.000000 -1.224279 -21.840420 -0.728742 0.000000 0.000000 0.000000 1.000000
0.000000 -1.280807 -22.774320 -0.760472 0.000000 0.000000 0.000000 1.000000
0.000000 -1.334841 -23.709530 -0.792967 0.000000 0.000000 0.000000 1.000000
0.000000 -1.385747 -24.651750 -0.820924 0.000000 0.000000 0.000000 1.000000
0.000000 -1.436633 -25.596940 -0.845621 0.000000 0.000000 0.000000 1.000000
0.000000 -1.487044 -26.544710 -0.870213 0.000000 0.000000 0.000000 1.000000
